game_genre,resolution,preset,ray_tracing,upscaling,gpu_utilization,vram_used_mb,vram_utilization,cpu_utilization,ram_utilization,gpu_temperature,gpu_clock_mhz,gpu_power_watts,cpu_gpu_ratio,vram_pressure,thermal_throttle,resolution_width,resolution_height,total_pixels,preset_ordinal,fps,frame_time,low_1pct_fps,bottleneck_class,health_score
racing,2560x1440,low,0,none,78.11,1480.15,36.14,43.94,72.79,78.63,1695.0,69.45,0.5625,0,0,2560,1440,3686400,0,107.9,9.27,59.3,BALANCED,89.1
racing,1280x720,medium,0,none,61.36,1246.69,30.44,65.59,75.89,73.54,1695.0,64.32,1.069,0,0,1280,720,921600,1,213.3,4.69,118.9,BALANCED,100.0
strategy,1280x720,low,1,fsr_quality,46.05,1134.57,27.7,80.37,84.67,64.16,1695.0,67.85,1.7452,0,0,1280,720,921600,0,82.7,12.09,43.0,BALANCED,95.0
fps_aaa,2560x1440,high,1,dlss_balanced,79.15,3133.14,76.49,42.74,73.24,78.1,1695.0,79.45,0.5401,0,0,2560,1440,3686400,2,41.5,24.1,26.3,BALANCED,78.4
racing,1280x720,high,0,none,50.59,1932.06,47.17,53.56,92.9,65.93,1626.29,70.38,1.0587,0,0,1280,720,921600,2,164.5,6.08,79.5,BALANCED,85.0
battle_royale,2560x1440,high,1,none,87.27,3079.62,75.19,49.39,83.1,84.27,1695.0,78.25,0.566,1,0,2560,1440,3686400,2,25.4,39.37,14.4,BALANCED,44.1
fps_aaa,3840x2160,low,0,none,82.8,1837.94,44.87,28.42,85.18,80.75,1483.53,74.03,0.3432,0,0,3840,2160,8294400,0,37.3,26.81,18.3,BALANCED,62.6
rpg_open_world,1920x1080,high,0,fsr_quality,83.94,2130.43,52.01,67.42,79.95,85.75,1590.42,80.0,0.8031,0,1,1920,1080,2073600,2,92.3,10.83,43.8,THERMAL,70.0
rpg_open_world,1920x1080,high,0,dlss_quality,85.67,2380.66,58.12,45.08,86.13,89.64,1657.41,79.97,0.5263,0,1,1920,1080,2073600,2,95.3,10.49,55.0,THERMAL,65.0
fps_aaa,1920x1080,high,1,none,75.12,2932.79,71.6,47.84,77.09,78.61,1676.64,66.7,0.6369,0,0,1920,1080,2073600,2,48.7,20.53,25.0,BALANCED,81.6
strategy,1280x720,high,1,none,55.81,2133.5,52.09,81.25,81.51,71.72,1695.0,58.4,1.4558,0,0,1280,720,921600,2,43.5,22.99,20.8,BALANCED,89.0
strategy,1920x1080,medium,0,dlss_balanced,64.22,1958.45,47.81,65.62,88.31,73.33,1640.3,62.43,1.0218,0,0,1920,1080,2073600,1,117.5,8.51,60.7,BALANCED,95.0
strategy,1920x1080,high,1,fsr_quality,63.23,2688.46,65.64,78.71,86.56,75.3,1688.02,59.59,1.2448,1,0,1920,1080,2073600,2,38.6,25.91,25.0,BALANCED,79.8
rpg_open_world,2560x1440,ultra,0,fsr_balanced,91.33,3085.47,75.33,40.08,66.71,93.31,1695.0,76.04,0.4389,0,1,2560,1440,3686400,3,40.7,24.57,23.0,THERMAL,57.1
fps_competitive,2560x1440,ultra,0,dlss_quality,94.42,3005.6,73.38,56.21,81.25,83.64,1695.0,71.16,0.5953,1,0,2560,1440,3686400,3,78.2,12.79,41.2,GPU,74.1
strategy,1920x1080,medium,0,none,68.56,1663.01,40.6,66.18,76.59,76.34,1674.11,73.84,0.9653,0,0,1920,1080,2073600,1,66.5,15.04,35.2,BALANCED,96.0
rpg_open_world,1920x1080,ultra,0,fsr_quality,71.05,2862.68,69.89,54.62,73.73,77.57,1652.27,75.62,0.7687,0,0,1920,1080,2073600,3,68.0,14.71,39.1,BALANCED,92.3
battle_royale,3840x2160,medium,1,none,99.0,2632.28,64.26,80.92,71.57,88.71,1457.46,79.89,0.8174,0,1,3840,2160,8294400,1,18.1,55.25,11.6,THERMAL,42.1
fps_competitive,1280x720,high,0,dlss_balanced,51.79,2065.0,50.41,52.17,70.75,68.21,1663.18,64.18,1.0074,1,0,1280,720,921600,2,400.0,2.5,188.1,BALANCED,100.0
fps_aaa,1920x1080,ultra,0,none,74.15,2661.35,64.97,52.93,72.86,81.47,1695.0,71.36,0.7138,0,0,1920,1080,2073600,3,61.6,16.23,38.5,BALANCED,80.6
rpg_open_world,1920x1080,high,0,none,69.28,2155.52,52.63,60.31,80.51,83.56,1648.4,64.67,0.8705,0,0,1920,1080,2073600,2,69.1,14.47,40.3,BALANCED,74.3
fps_aaa,1920x1080,high,1,fsr_balanced,79.04,2871.53,70.11,52.18,77.91,81.99,1695.0,75.32,0.6601,0,0,1920,1080,2073600,2,74.3,13.46,47.4,BALANCED,79.0
fps_aaa,2560x1440,medium,0,none,80.17,2071.48,50.57,48.97,79.2,82.99,1683.22,72.62,0.6108,0,0,2560,1440,3686400,1,59.7,16.75,35.5,BALANCED,75.8
moba,3840x2160,high,0,fsr_quality,86.06,3349.23,81.77,55.87,76.43,84.24,1695.0,80.0,0.6492,1,0,3840,2160,8294400,2,52.1,19.19,26.8,MEMORY,67.0
rpg_open_world,2560x1440,high,1,none,74.42,3195.2,78.01,47.89,80.8,78.17,1695.0,68.86,0.6435,0,0,2560,1440,3686400,2,26.3,38.02,14.4,BALANCED,68.0
rpg_open_world,1920x1080,epic,0,none,99.0,2566.87,62.67,64.82,75.0,94.94,1371.87,80.0,0.6548,0,1,1920,1080,2073600,4,26.8,37.31,13.3,THERMAL,47.9
battle_royale,3840x2160,medium,0,none,99.0,2268.27,55.38,64.55,77.61,87.39,1580.3,80.0,0.652,0,1,3840,2160,8294400,1,29.3,34.13,15.6,THERMAL,49.5
fps_aaa,3840x2160,ultra,1,none,78.9,4200.0,102.54,54.24,73.37,74.25,1695.0,74.23,0.6874,1,0,3840,2160,8294400,3,9.9,101.01,5.7,MEMORY,66.6
battle_royale,3840x2160,high,0,none,91.8,2859.19,69.8,56.74,65.7,92.54,1695.0,76.25,0.6181,0,1,3840,2160,8294400,2,23.1,43.29,14.7,THERMAL,45.4
fps_competitive,2560x1440,medium,1,none,68.6,2289.7,55.9,61.55,78.03,83.72,1639.93,65.1,0.8972,1,0,2560,1440,3686400,1,69.6,14.37,40.7,BALANCED,73.8
fps_competitive,1920x1080,low,0,dlss_quality,55.87,1282.39,31.31,32.34,82.66,70.97,1695.0,61.18,0.5788,0,0,1920,1080,2073600,0,377.4,2.65,240.3,BALANCED,95.0
battle_royale,3840x2160,medium,0,none,87.13,2144.08,52.35,49.46,80.35,78.73,1582.57,80.0,0.5676,0,0,3840,2160,8294400,1,37.5,26.67,18.6,BALANCED,73.8
fps_competitive,3840x2160,epic,0,dlss_quality,94.3,3615.96,88.28,52.46,86.2,96.7,1574.92,72.61,0.5564,1,1,3840,2160,8294400,4,17.5,57.14,10.7,THERMAL,36.7
racing,1920x1080,high,1,none,61.16,2588.93,63.21,43.39,85.24,69.11,1694.02,56.68,0.7095,0,0,1920,1080,2073600,2,52.0,19.23,23.5,BALANCED,89.7
strategy,1920x1080,high,0,none,69.05,2222.66,54.26,81.17,70.52,76.08,1552.49,64.72,1.1755,0,0,1920,1080,2073600,2,61.6,16.23,37.7,BALANCED,96.8
fps_aaa,1920x1080,epic,0,fsr_quality,88.91,2868.57,70.03,43.32,71.06,83.71,1695.0,80.0,0.4873,0,0,1920,1080,2073600,4,62.0,16.13,31.1,BALANCED,73.9
fps_aaa,1280x720,medium,0,dlss_balanced,54.04,1265.3,30.89,44.12,69.72,72.81,1695.0,68.66,0.8164,0,0,1280,720,921600,1,226.3,4.42,130.6,BALANCED,100.0
strategy,2560x1440,medium,1,dlss_balanced,73.39,2541.31,62.04,81.99,72.0,76.46,1632.96,71.61,1.1172,1,0,2560,1440,3686400,1,35.8,27.93,16.3,BALANCED,79.5
rpg_open_world,1920x1080,high,0,none,62.78,2378.76,58.08,59.55,71.68,71.9,1579.28,69.94,0.9486,0,0,1920,1080,2073600,2,67.2,14.88,39.2,BALANCED,100.0
strategy,1920x1080,high,0,none,63.5,2156.21,52.64,89.25,73.16,72.54,1671.95,78.02,1.4055,0,0,1920,1080,2073600,2,48.2,20.75,27.2,CPU,92.1
fps_aaa,2560x1440,high,0,none,99.0,2773.97,67.72,43.0,81.75,89.96,1695.0,75.98,0.4343,0,1,2560,1440,3686400,2,41.6,24.04,21.5,THERMAL,57.7
strategy,1920x1080,epic,0,fsr_quality,69.61,3038.54,74.18,72.28,68.59,79.42,1582.52,76.42,1.0384,1,0,1920,1080,2073600,4,35.2,28.41,17.7,BALANCED,70.2
rpg_open_world,1920x1080,high,0,none,70.3,2069.67,50.53,62.19,74.01,76.75,1684.77,73.38,0.8847,0,0,1920,1080,2073600,2,72.7,13.76,42.7,BALANCED,94.8
battle_royale,2560x1440,ultra,1,none,92.58,3690.45,90.1,58.37,85.92,87.85,1677.34,77.19,0.6305,1,1,2560,1440,3686400,3,16.3,61.35,9.3,THERMAL,35.9
fps_aaa,1920x1080,high,0,none,76.11,2063.34,50.37,36.47,79.44,78.52,1695.0,66.09,0.4792,0,0,1920,1080,2073600,2,73.9,13.53,38.0,BALANCED,89.4
battle_royale,1920x1080,high,0,dlss_quality,77.46,2326.61,56.8,66.66,74.81,76.05,1695.0,72.81,0.8606,0,0,1920,1080,2073600,2,137.7,7.26,71.0,BALANCED,96.8
fps_aaa,3840x2160,high,0,dlss_quality,98.07,3127.9,76.36,37.96,77.0,90.45,1580.64,80.0,0.3871,0,1,3840,2160,8294400,2,31.8,31.45,18.6,THERMAL,51.2
strategy,1920x1080,high,0,none,66.43,2091.51,51.06,65.4,78.95,78.19,1614.91,68.95,0.9845,0,0,1920,1080,2073600,2,59.0,16.95,27.8,BALANCED,89.7
moba,1920x1080,medium,0,none,72.49,1767.77,43.16,50.07,81.95,73.93,1695.0,73.96,0.6907,0,0,1920,1080,2073600,1,233.0,4.29,133.5,BALANCED,100.0
fps_aaa,1920x1080,ultra,0,dlss_quality,80.62,2504.86,61.15,45.89,80.64,85.88,1658.22,73.15,0.5692,0,1,1920,1080,2073600,3,99.3,10.07,48.9,THERMAL,70.0
racing,1920x1080,high,0,dlss_balanced,67.88,2115.95,51.66,45.43,79.41,75.37,1667.51,74.64,0.6693,0,0,1920,1080,2073600,2,173.7,5.76,89.8,BALANCED,98.9
fps_aaa,1920x1080,high,0,dlss_quality,68.26,2289.82,55.9,57.67,69.52,73.01,1695.0,61.76,0.8449,0,0,1920,1080,2073600,2,142.9,7.0,88.4,BALANCED,100.0
strategy,1920x1080,ultra,0,none,78.27,2688.73,65.64,82.39,79.92,78.3,1656.83,72.16,1.0527,1,0,1920,1080,2073600,3,35.8,27.93,21.9,BALANCED,74.0
battle_royale,1920x1080,ultra,0,fsr_quality,82.47,2801.98,68.41,53.29,83.23,82.06,1659.02,68.3,0.6462,0,0,1920,1080,2073600,3,76.6,13.05,45.9,BALANCED,73.8
fps_competitive,1920x1080,medium,0,none,60.78,1755.21,42.85,42.47,77.02,70.16,1695.0,59.11,0.6989,0,0,1920,1080,2073600,1,200.7,4.98,96.2,BALANCED,100.0
rpg_open_world,1920x1080,medium,0,dlss_balanced,66.35,1659.02,40.5,49.06,79.72,72.66,1626.04,63.97,0.7394,0,0,1920,1080,2073600,1,141.9,7.05,69.5,BALANCED,100.0
fps_aaa,2560x1440,ultra,1,fsr_quality,93.36,3696.75,90.25,34.17,81.59,87.49,1695.0,78.91,0.366,1,1,2560,1440,3686400,3,24.5,40.82,15.8,THERMAL,46.3
rpg_open_world,1920x1080,medium,0,fsr_balanced,66.26,1538.02,37.55,63.21,84.58,71.39,1695.0,66.63,0.954,0,0,1920,1080,2073600,1,139.0,7.19,75.6,BALANCED,95.0
moba,2560x1440,epic,0,fsr_balanced,99.0,3029.87,73.97,62.13,77.9,97.78,1335.12,73.28,0.6276,1,1,2560,1440,3686400,4,49.1,20.37,22.5,THERMAL,62.7
rpg_open_world,1920x1080,medium,0,none,70.71,1412.79,34.49,47.38,79.37,79.8,1695.0,64.62,0.6701,0,0,1920,1080,2073600,1,84.2,11.88,46.1,BALANCED,85.6
racing,1920x1080,high,0,none,76.11,2513.22,61.36,48.31,83.98,79.78,1662.68,68.24,0.6347,0,0,1920,1080,2073600,2,111.5,8.97,58.9,BALANCED,80.6
rpg_open_world,3840x2160,epic,0,dlss_quality,89.74,3380.79,82.54,54.98,80.92,91.03,1695.0,80.0,0.6127,1,1,3840,2160,8294400,4,17.0,58.82,8.8,THERMAL,41.3
fps_competitive,1280x720,low,0,none,39.2,1073.84,26.22,61.97,76.05,58.36,1687.12,56.63,1.5809,0,0,1280,720,921600,0,380.4,2.63,194.8,BALANCED,100.0
battle_royale,3840x2160,low,0,fsr_quality,82.26,1801.21,43.97,65.75,78.44,65.98,1695.0,75.88,0.7992,0,0,3840,2160,8294400,0,71.7,13.95,38.7,BALANCED,100.0
moba,1920x1080,medium,0,fsr_quality,53.86,1749.37,42.71,64.8,76.02,57.97,1695.0,62.68,1.2031,0,0,1920,1080,2073600,1,289.7,3.45,177.8,BALANCED,100.0
battle_royale,1920x1080,high,0,none,76.81,2421.01,59.11,50.54,72.73,79.87,1680.81,64.18,0.658,0,0,1920,1080,2073600,2,97.4,10.27,44.8,BALANCED,85.4
battle_royale,1920x1080,low,1,fsr_quality,38.78,1578.96,38.55,51.97,81.42,69.04,1695.0,48.29,1.3401,0,0,1920,1080,2073600,0,117.1,8.54,60.6,BALANCED,100.0
rpg_open_world,1920x1080,high,0,none,73.54,2413.49,58.92,71.14,82.09,77.98,1695.0,67.75,0.9674,0,0,1920,1080,2073600,2,75.9,13.18,44.2,BALANCED,86.0
moba,1920x1080,ultra,0,dlss_quality,74.92,2759.59,67.37,57.57,82.69,83.3,1677.5,67.37,0.7685,1,0,1920,1080,2073600,3,170.3,5.87,84.8,BALANCED,70.1
strategy,1920x1080,ultra,0,dlss_balanced,87.59,3052.48,74.52,68.69,89.39,86.16,1641.48,80.0,0.7842,1,1,1920,1080,2073600,3,53.3,18.76,31.3,THERMAL,60.5
fps_competitive,1920x1080,high,0,dlss_performance,88.83,1972.36,48.15,49.22,77.64,86.76,1618.43,72.32,0.5541,0,1,1920,1080,2073600,2,299.5,3.34,184.8,THERMAL,70.0
rpg_open_world,3840x2160,ultra,0,dlss_balanced,99.0,3261.23,79.62,55.7,73.6,93.54,1437.39,75.81,0.5626,1,1,3840,2160,8294400,3,19.7,50.76,12.8,THERMAL,43.1
moba,1280x720,high,0,none,59.51,2037.59,49.75,72.26,79.77,74.39,1695.0,71.52,1.2144,0,0,1280,720,921600,2,284.9,3.51,176.0,BALANCED,100.0
rpg_open_world,2560x1440,medium,0,dlss_quality,86.25,2093.87,51.12,59.98,72.98,83.67,1582.35,80.0,0.6954,0,0,2560,1440,3686400,1,69.5,14.39,33.2,BALANCED,74.0
rpg_open_world,2560x1440,epic,1,dlss_balanced,95.29,4041.96,98.68,56.01,74.04,79.65,1645.68,73.73,0.5878,1,0,2560,1440,3686400,4,14.5,68.97,6.9,MEMORY,55.7
moba,1920x1080,ultra,0,dlss_balanced,85.84,2472.8,60.37,74.7,79.94,87.8,1558.93,78.28,0.8702,1,1,1920,1080,2073600,3,189.9,5.27,108.7,THERMAL,70.0
battle_royale,1920x1080,high,0,none,75.59,2427.46,59.26,61.99,72.07,78.68,1695.0,69.61,0.82,0,0,1920,1080,2073600,2,100.9,9.91,54.1,BALANCED,89.0
fps_aaa,2560x1440,ultra,0,fsr_quality,94.5,3063.02,74.78,59.23,77.96,91.46,1453.64,74.24,0.6268,0,1,2560,1440,3686400,3,42.4,23.58,22.1,THERMAL,58.3
rpg_open_world,1280x720,high,1,none,64.78,2603.2,63.55,51.13,83.02,64.79,1695.0,63.24,0.7894,0,0,1280,720,921600,2,47.6,21.01,27.4,BALANCED,86.7
battle_royale,1920x1080,high,0,fsr_balanced,67.06,2195.92,53.61,55.12,66.44,79.74,1695.0,63.31,0.822,0,0,1920,1080,2073600,2,142.2,7.03,72.3,BALANCED,85.8
fps_aaa,3840x2160,medium,1,none,88.39,2661.88,64.99,54.31,77.07,87.39,1695.0,80.0,0.6144,0,1,3840,2160,8294400,1,14.9,67.11,7.8,THERMAL,39.9
fps_competitive,1920x1080,high,0,dlss_quality,71.98,2126.69,51.92,63.75,73.77,75.02,1695.0,62.28,0.8856,1,0,1920,1080,2073600,2,241.3,4.14,116.7,BALANCED,100.0
fps_competitive,1920x1080,ultra,0,fsr_balanced,89.38,2743.1,66.97,58.36,76.24,96.66,1504.32,76.19,0.653,1,1,1920,1080,2073600,3,108.2,9.24,49.0,THERMAL,70.0
racing,1280x720,high,1,fsr_balanced,69.9,2378.27,58.06,40.38,81.82,86.8,1586.24,63.37,0.5777,0,1,1280,720,921600,2,127.4,7.85,76.8,THERMAL,70.0
fps_aaa,1920x1080,medium,1,none,80.44,2035.94,49.71,23.58,74.63,76.3,1695.0,69.87,0.2932,0,0,1920,1080,2073600,1,55.3,18.08,31.7,BALANCED,93.0
strategy,1920x1080,high,0,none,72.6,2308.68,56.36,56.86,72.86,80.92,1695.0,75.51,0.7832,0,0,1920,1080,2073600,2,59.3,16.86,28.3,BALANCED,81.8
fps_competitive,1920x1080,high,0,none,62.78,2085.54,50.92,46.23,81.07,75.83,1649.29,65.26,0.7364,1,0,1920,1080,2073600,2,185.4,5.39,87.8,BALANCED,97.5
strategy,1920x1080,high,0,fsr_quality,59.95,2341.2,57.16,41.66,86.69,70.45,1553.56,70.36,0.6949,0,0,1920,1080,2073600,2,68.1,14.68,33.3,BALANCED,95.0
moba,1920x1080,epic,1,fsr_quality,97.25,3117.1,76.1,46.07,67.81,93.54,1442.7,72.51,0.4737,1,1,1920,1080,2073600,4,35.2,28.41,17.0,THERMAL,53.5
fps_aaa,1920x1080,medium,0,none,52.49,1710.12,41.75,36.12,84.69,65.26,1663.0,72.28,0.6881,0,0,1920,1080,2073600,1,95.9,10.43,46.4,BALANCED,95.0
strategy,1920x1080,ultra,0,none,73.35,2660.41,64.95,61.11,84.31,74.59,1695.0,64.46,0.8332,1,0,1920,1080,2073600,3,39.0,25.64,18.4,BALANCED,81.0
fps_aaa,2560x1440,high,0,none,85.6,2374.0,57.96,47.3,87.05,85.05,1686.39,70.99,0.5526,0,1,2560,1440,3686400,2,54.9,18.21,27.8,THERMAL,61.6
strategy,3840x2160,low,0,fsr_balanced,83.52,1555.87,37.99,61.99,82.33,78.03,1695.0,63.72,0.7422,0,0,3840,2160,8294400,0,42.8,23.36,24.8,BALANCED,74.4
rpg_open_world,1920x1080,high,0,none,81.32,2340.02,57.13,55.46,86.61,83.09,1695.0,79.14,0.682,0,0,1920,1080,2073600,2,64.9,15.41,33.2,BALANCED,70.7
fps_aaa,1920x1080,high,0,none,70.96,2304.6,56.26,28.28,75.08,83.67,1695.0,70.72,0.3985,0,0,1920,1080,2073600,2,83.8,11.93,53.8,BALANCED,74.0
fps_competitive,1920x1080,high,1,none,71.5,2730.18,66.65,74.57,87.08,78.4,1480.75,73.23,1.0429,1,0,1920,1080,2073600,2,78.3,12.77,48.4,BALANCED,84.8
fps_competitive,2560x1440,high,0,none,88.39,2381.43,58.14,74.56,74.92,83.73,1695.0,76.56,0.8436,1,0,2560,1440,3686400,2,103.4,9.67,66.4,BALANCED,73.8
moba,1920x1080,low,0,fsr_quality,60.74,1098.45,26.82,54.06,85.31,65.12,1664.71,66.43,0.8901,0,0,1920,1080,2073600,0,400.0,2.5,224.6,BALANCED,95.0
fps_competitive,1280x720,low,1,none,54.7,1310.9,32.0,67.33,75.64,69.61,1695.0,60.67,1.2308,0,0,1280,720,921600,0,183.2,5.46,85.7,BALANCED,100.0
fps_competitive,2560x1440,high,0,none,83.67,2709.71,66.16,38.32,79.57,82.59,1695.0,67.57,0.458,1,0,2560,1440,3686400,2,96.1,10.41,55.4,BALANCED,77.2
fps_competitive,1920x1080,high,0,dlss_performance,76.3,2255.51,55.07,61.38,74.92,78.59,1695.0,71.95,0.8045,1,0,1920,1080,2073600,2,341.6,2.93,215.5,BALANCED,89.2
battle_royale,1920x1080,high,0,fsr_quality,78.61,2115.32,51.64,59.5,78.21,77.19,1695.0,66.89,0.7569,0,0,1920,1080,2073600,2,116.1,8.61,63.5,BALANCED,93.4
fps_competitive,1920x1080,ultra,0,dlss_quality,91.93,2683.7,65.52,37.04,81.66,87.93,1673.29,75.36,0.4029,1,1,1920,1080,2073600,3,146.2,6.84,84.6,THERMAL,70.0
fps_competitive,3840x2160,medium,0,none,93.77,2295.83,56.05,60.4,79.02,81.33,1695.0,80.0,0.6441,1,0,3840,2160,8294400,1,67.1,14.9,40.1,GPU,81.0
fps_aaa,2560x1440,ultra,1,fsr_balanced,93.05,3751.52,91.59,36.68,82.73,89.81,1695.0,79.04,0.3941,1,1,2560,1440,3686400,3,25.2,39.68,15.1,THERMAL,41.8
strategy,1920x1080,high,0,none,83.94,2256.59,55.09,77.63,69.72,82.28,1536.34,79.14,0.9249,0,0,1920,1080,2073600,2,60.8,16.45,36.7,BALANCED,78.2
racing,3840x2160,epic,0,none,87.33,3654.42,89.22,51.41,74.73,92.47,1570.39,74.46,0.5887,1,1,3840,2160,8294400,4,14.7,68.03,8.0,THERMAL,39.8
racing,1920x1080,high,1,none,75.21,2864.32,69.93,65.83,88.85,82.12,1695.0,67.26,0.8753,0,0,1920,1080,2073600,2,51.2,19.53,24.2,BALANCED,67.8
fps_competitive,1920x1080,ultra,0,dlss_quality,88.15,2499.14,61.01,52.95,87.1,91.15,1586.5,74.47,0.6007,1,1,1920,1080,2073600,3,121.2,8.25,77.8,THERMAL,65.0
racing,2560x1440,low,1,fsr_quality,79.11,2021.47,49.35,42.04,73.78,71.79,1659.79,72.08,0.5314,0,0,2560,1440,3686400,0,79.0,12.66,46.2,BALANCED,100.0
fps_competitive,1920x1080,medium,0,fsr_quality,54.88,1698.75,41.47,42.96,64.97,68.77,1695.0,57.02,0.7828,0,0,1920,1080,2073600,1,283.3,3.53,168.3,BALANCED,100.0
racing,1920x1080,high,0,none,63.35,2319.41,56.63,44.55,73.35,75.27,1597.17,72.2,0.7032,0,0,1920,1080,2073600,2,124.5,8.03,67.5,BALANCED,99.2
rpg_open_world,2560x1440,low,0,none,67.97,1327.3,32.4,63.08,77.19,67.78,1695.0,65.43,0.9281,0,0,2560,1440,3686400,0,69.9,14.31,41.2,BALANCED,100.0
racing,1920x1080,high,0,fsr_balanced,77.02,2154.39,52.6,63.28,80.67,75.08,1695.0,67.39,0.8216,0,0,1920,1080,2073600,2,184.3,5.43,88.4,BALANCED,99.8
rpg_open_world,2560x1440,medium,0,fsr_balanced,81.35,1718.32,41.95,70.9,75.85,79.67,1695.0,70.01,0.8715,0,0,2560,1440,3686400,1,76.7,13.04,44.8,BALANCED,86.0
battle_royale,1280x720,medium,0,none,58.08,1218.82,29.76,46.01,68.51,69.91,1695.0,64.32,0.7922,0,0,1280,720,921600,1,170.3,5.87,90.3,BALANCED,100.0
fps_aaa,2560x1440,medium,0,fsr_balanced,77.42,1839.93,44.92,39.46,83.69,78.77,1642.61,69.53,0.5097,0,0,2560,1440,3686400,1,95.5,10.47,56.7,BALANCED,83.7
battle_royale,3840x2160,high,0,fsr_quality,96.72,2712.11,66.21,55.93,78.45,91.93,1586.85,78.34,0.5783,0,1,3840,2160,8294400,2,26.1,38.31,13.8,THERMAL,47.4
rpg_open_world,1920x1080,medium,0,dlss_balanced,74.2,1837.4,44.86,30.79,77.44,77.84,1668.16,73.92,0.4149,0,0,1920,1080,2073600,1,129.3,7.73,75.1,BALANCED,91.5
racing,1920x1080,ultra,0,dlss_performance,83.17,2690.75,65.69,38.1,78.81,79.59,1618.0,71.4,0.4581,0,0,1920,1080,2073600,3,155.5,6.43,85.6,BALANCED,86.2
fps_aaa,1920x1080,low,0,none,49.35,1256.37,30.67,35.11,73.94,52.95,1688.65,57.4,0.7115,0,0,1920,1080,2073600,0,122.1,8.19,70.4,BALANCED,100.0
strategy,1280x720,medium,0,none,63.46,1462.19,35.7,66.25,85.47,74.65,1582.77,62.74,1.044,0,0,1280,720,921600,1,94.2,10.62,57.6,BALANCED,95.0
rpg_open_world,3840x2160,medium,0,fsr_balanced,82.99,2211.32,53.99,50.28,77.14,80.63,1695.0,74.66,0.6058,0,0,3840,2160,8294400,1,41.8,23.92,19.3,BALANCED,71.0
racing,1920x1080,high,0,fsr_balanced,80.33,2310.23,56.4,43.4,64.07,80.61,1695.0,74.56,0.5403,0,0,1920,1080,2073600,2,159.4,6.27,74.2,BALANCED,83.2
fps_competitive,3840x2160,high,0,dlss_balanced,82.78,3054.32,74.57,59.27,76.41,87.22,1568.21,74.72,0.716,1,1,3840,2160,8294400,2,62.0,16.13,34.9,THERMAL,70.0
moba,1920x1080,high,0,fsr_balanced,69.01,2258.37,55.14,37.6,74.06,73.45,1539.26,78.54,0.5448,1,0,1920,1080,2073600,2,259.9,3.85,146.7,BALANCED,100.0
rpg_open_world,2560x1440,high,0,none,91.2,2521.59,61.56,56.33,71.28,84.71,1695.0,78.52,0.6177,0,0,2560,1440,3686400,2,48.4,20.66,27.9,GPU,63.2
battle_royale,1920x1080,high,0,none,67.13,2550.69,62.27,47.8,89.22,69.51,1628.91,67.58,0.7121,0,0,1920,1080,2073600,2,91.4,10.94,54.1,BALANCED,95.0
battle_royale,1920x1080,medium,0,fsr_balanced,60.79,1697.48,41.44,63.83,86.13,80.2,1695.0,66.75,1.0501,0,0,1920,1080,2073600,1,172.2,5.81,77.7,BALANCED,79.4
fps_competitive,1920x1080,low,1,none,52.42,1552.23,37.9,62.99,70.69,65.25,1610.29,57.91,1.2017,0,0,1920,1080,2073600,0,159.9,6.25,77.5,BALANCED,100.0
moba,1920x1080,high,0,none,67.27,2387.58,58.29,62.81,83.45,79.79,1618.36,70.47,0.9336,1,0,1920,1080,2073600,2,164.0,6.1,91.3,BALANCED,80.6
fps_aaa,1280x720,medium,1,dlss_performance,53.01,1871.38,45.69,39.55,82.4,74.65,1692.35,57.94,0.746,0,0,1280,720,921600,1,135.0,7.41,83.6,BALANCED,95.0
strategy,2560x1440,medium,0,none,76.14,2129.29,51.98,76.09,86.26,79.09,1667.03,69.19,0.9993,0,0,2560,1440,3686400,1,39.0,25.64,23.7,BALANCED,68.7
fps_competitive,1920x1080,ultra,0,dlss_balanced,85.39,2790.96,68.14,49.68,75.86,79.5,1677.82,77.15,0.5818,1,0,1920,1080,2073600,3,148.5,6.73,69.2,BALANCED,86.5
moba,1920x1080,high,0,none,61.48,2445.63,59.71,69.05,84.81,75.71,1695.0,63.9,1.1231,1,0,1920,1080,2073600,2,146.9,6.81,69.6,BALANCED,92.9
racing,1920x1080,high,1,fsr_quality,73.01,3020.29,73.74,39.34,82.03,74.26,1592.33,71.81,0.5388,1,0,1920,1080,2073600,2,78.3,12.77,50.5,BALANCED,95.0
fps_competitive,2560x1440,high,0,none,74.26,2950.42,72.03,58.04,81.54,78.65,1682.05,75.43,0.7815,1,0,2560,1440,3686400,2,84.4,11.85,39.6,BALANCED,89.1
strategy,3840x2160,high,0,none,99.0,2783.88,67.97,72.66,69.17,82.4,1695.0,80.0,0.7339,1,0,3840,2160,8294400,2,16.3,61.35,8.9,GPU,48.7
fps_aaa,1920x1080,low,0,none,48.3,983.98,24.02,44.31,71.06,58.53,1651.95,60.66,0.9173,0,0,1920,1080,2073600,0,127.9,7.82,74.6,BALANCED,100.0
rpg_open_world,1280x720,ultra,1,none,71.58,2761.61,67.42,56.76,81.71,82.2,1599.25,67.71,0.793,0,0,1280,720,921600,3,43.8,22.83,23.5,BALANCED,67.6
fps_competitive,1920x1080,low,0,fsr_quality,50.94,1413.38,34.51,46.84,75.93,62.7,1593.4,67.3,0.9195,0,0,1920,1080,2073600,0,348.9,2.87,205.1,BALANCED,100.0
